ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,Review
00-95,,https://twitter.com/1dugoph/status/836848701993861120,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2017-12-31 since:2017-01-01,@1dugoph,1Dugo,"News • Commentary page • FB Page: @1dugoph
 🇵🇭",Media,02/17,8,3,Republic of the Philippines,"Promoting lies DepEd Philippines ?

""P.S. Ninoy Aquino died a Malaysian citizen. He started CPP-NPA-NDF and MNLF,... http://fb.me/7yFvtLf7v","Promoting lies DepEd Philippines ?

""P.S. Ninoy Aquino Died who is a Malaysian Citizen. He started CPP-NPA-NDF and MNLF,... http://fb.me/7yfvtlf7V","Text, URL",01/03/17 16:00,,Emotional,0,0,0,0,,,"Upon his arrival in the Philippines on Aug. 21, 1983, former senator Benigno “Ninoy” Aquino Jr. was carrying Philippine-issued travel documents, not Malaysian. There is no evidence showing that Aquino applied for a Malaysian passport. 
[https://verafiles.org/articles/vera-files-fact-check-ninoy-aquino-did-not-die-a-malaysian-citizen]

The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]","Blank Bio
Broken link to URL",,
00-96,,https://twitter.com/gaudz1948/status/830308245734617088,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2017-12-31 since:2017-01-01,@gaudz1948,gaudencio pacot,"born too early for the present, born too late for the best the world had been.",Anonymous,05/09,340,126,"manila, philippines",Ninoy Aquino: Brain of CPP-NPA Responsible for the World’s Longest-Running Communist Insurgency - Carelinkwebpr News http://fb.me/EE2w39Qs,Ninoy Aquino: Brain of CPP-NPA Responsible for the World’s Longest-Running Communist Insurgency - Carelinkwebpr News http://fb.me/EE2w39Qs,"Text, URL",11/02/17 14:51,,Rational,0,0,0,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]",Broken link to URL (Page cannot be found),,
00-97,,https://twitter.com/apolinarcespos/status/829505491210555393,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2017-12-31 since:2017-01-01,@apolinarcespos,apolinar c. espos,Ang Buhay ay walang kabuluhan pag walang kasamang DIOS sa Buhay.,Identified,01/10,2001,1248,Qatar,Shocking! Joma Sison and Ninoy Aquino are the founders of CPP/NPA rebels in the Philippines http://fb.me/3gn7YUKii,Shocking! Joma Sison and Ninoy Aquino are the Founders of CPP/NPA Rebels in the Philippines http://fb.me/3Gn7yukii,"Text, URL",09/02/17 09:41,,Emotional,0,0,0,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]",Broken link to URL,,
00-98,,https://twitter.com/newspaperphcom/status/829137497112322048,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2017-12-31 since:2017-01-01,@newspaperphcom,Newspaper PH,Philippines Online Newspaper News around the net #newspaperph,Media,12/16,964,159,Republic of the Philippines,BREAKING NEWS: Joma Sison and Ninoy Aquino are the founders of CPP/NPA rebels in the Phili… http://ift.tt/2lhU6gO,BREAKING NEWS: Joma Sison and Ninoy Aquino are the founders of CPP/NPA rebels in the Phili… http://ift.tt/2lhU6gO,"Text, Image, URL",08/02/17 09:19,,Emotional,1,9,1,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]","Broken link to URL
Image looks like a video thumbnail",,
00-99,,https://twitter.com/Ur_Supermhay/status/828558845861515266,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2017-12-31 since:2017-01-01,@Ur_Supermhay,⚖ Themis,"| Sikolohista | Atenista | Jesus Christ's follower | @kobebryant
 | @Alaska_Aces
 | AMDG | Sui Generis | Those who have less in life should have more in law |",Anonymous,10/11,61,1614,Republic of the Philippines,"Ubusin na mga gagong rebeldi na yan. Kung di sana nagtayo si Ninoy ng CPP-NPA, wala sanang teroristang NPA 😡","Eliminate those stupid rebels. If only Ninoy had not established CPP-NPA, then there would be no NPA terrorist 😡",Text,06/02/17 18:59,,Emotional,0,0,0,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]",,,
00-100,,https://twitter.com/ZunRa/status/826048132580380672,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2017-12-31 since:2017-01-01,@ZunRa,D.,"Visual Artist Supreme, Logo Master, Creative Conceptualizer and OST Master Picker. +Cosplay Consultant",Anonymous,11/09,806,773,Omni,"Ninoy Aquino: Communist, seller of parts of the Ph and Fake Hero. #ModestHistoricalBios","Ninoy Aquino: Communist, seller of parts of the Ph and Fake Hero. #ModestHistoricalBios",Text,30/01/17 20:43,,Rational,1,0,1,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]

Former National Territory Division Head of DFA Hermes Dorado said he indirectly confirmed this piece of information from former ambassador and retired general Rafael Ileto. This claim could not be verified by documents or other accounts. 
[https://verafiles.org/articles/vera-files-fact-check-graphic-makes-false-unproven-claims-vs]",,,
00-101,,https://twitter.com/alden_chua/status/1077970490050768896,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2018-12-31 since:2018-01-01,@alden_chua,aldenz,,Anonymous,01/13,268,482,,Kailan naman nila bigyan ng posthumous highest of high honor ang isa sa founder ng NPA na si Ninoy Aquino???,Since when did they give a posthumous highest of high honor to one of the founds of NPA which is Ninoy Aquino???,"Text, Quote Retweet",27/12/18 12:52,,Emotional,8,0,3,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]","Blank Bio
Blank Location",,
00-102,,https://twitter.com/teriyo/status/1073069630854287360,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2018-12-31 since:2018-01-01,@teriyo,Eterio Herrera jr,"Australian 65 years old , investigator of controversial facts and figures of communist democrats beijing joe lying bythen!.",Identified,03/09,4510,1711,"Parramatta, Australia",yes to marcial bonifacio aka ninoy aquino madbomber of plaza miranda and CPP/Npa founder,Yes to Marcial Bonifacio aka ninoy Aquino ambomber of Plaza Miranda and CPP/NPA Founder,"Text, Quote Retweet",13/12/18 12:18,,Emotional,1,0,1,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]

Aquino was not present at the event as he was allegedly at a birthday party with Sen. Doy Laurel and his family in a nearby restaurant. But there’s no concrete evidence proving that his absence meant he was among those who planned the violent attack. Until now, without any substantial basis, claims that Aquino was one of the plotters are merely unfounded rumors and not a historical fact. He was never linked to any concrete evidence or definite report or tagged by a witness. 
[https://factsfirstph-partners.rappler.com/4127/fact-check-jay-sonza-claims-ninoy-aquino-mastermind-plaza-miranda-bombing/]",,,
00-103,,https://twitter.com/AbsoluteroC/status/1072700499764244481,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2018-12-31 since:2018-01-01,@AbsoluteroC,absolutero.com,,Anonymous,12/18,2,0,,"Reread history with proper mindset, ML is self defense of democracy against ei communism or any force who wants to oust it like what ccp npa and Ninoy Aquino tried during Marcos Administration...gising Naman at gumamit ng brain cells kahit kunti","Reread history with proper mindset, ML is self defense of democracy against ei communism or any force who wants to oust it like what ccp npa and Ninoy Aquino tried during Marcos Administration...wake up and use your brain cells even if it is few","Text, Quote Retweet",12/12/18 11:51,,Emotional,0,0,0,0,,,"Former senator Benigno “Ninoy” Aquino Jr. was not the reason the late strongman Ferdinand Marcos declared martial law. Marcos’ Proclamation 1081, signed Sept. 21, 1972, placed the Philippines under martial law, citing “rebellion and lawlessness in the country” due to the operations of the “radical left,” that is, the Communist Party of the Philippines and its armed wing, the New People’s Army.
[https://verafiles.org/articles/vera-files-fact-check-report-claiming-ninoy-aquino-reason-ma]",,,
00-104,,https://twitter.com/fu_rher_/status/1072099808565854208,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2018-12-31 since:2018-01-01,@fu_rher_,SMARTMATIC FAKE VP LENI,"Ang NAGSUSULAT ng KASAYSAYAN ay, 
yaong! NANANALO sa DAYAAN!  😛😬",Anonymous,06/18,61,75,,"I remembered NiNoy
Ang nagkanulo ng SABAH sa MALAYSIA. Ang Pasimuno nang SALOT na NPA. Ang Nagpa Bomba ng Plaza Miranda. At Bogus na BAYANI, puro NGAWA walang NAGAWA. Laway lang ang PUHUNAN, Puro AMBISYON sa Politika ang Isinulong. BAYANI ng MALAYSIA at ABS CBN 😁😜#RememberNinoy","I remembered Ninoy
The one that betrayed Sabah in Malaysia. The instigator of the NPA plague. The one that bombed Plaza Miranda. And bogus hero, always sighs but accomplished none. Purely political ambitions did he pursue with only saliva as his capital. Hero of Malaysia and ABS CBN 😁😜#Rememberninoy",Text,10/12/18 20:04,,Emotional,33,2,14,0,,,"Despite the truth about Marcos Sr.’s attempt in reclaiming Sabah from Malaysia during the 1960s, no official documents or records show that will prove the failure in attempt is due to Aquino’s collusion with Malaysia. 
[https://news.abs-cbn.com/spotlight/05/18/22/umanoy-sabwatan-para-di-mabawi-ang-sabah-walang-basehan]

CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]",Blank Location,,
00-105,,https://twitter.com/YolandaQueens/status/1068363251170201600,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2018-12-31 since:2018-01-01,@YolandaQueens,Y O L A N D A,,Anonymous,03/18,779,44,,#BeBonifacioButNotNinoy dahil Ninoy who aim to be president with the help of communist party of the Philippines,#BeBonifacioButNotNinoy dahil Ninoy who aim to be president with the help of communist party of the Philippines,Text,30/11/18 12:37,,Emotional,0,0,0,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]","Blank Bio
Blank Location",,
00-106,,https://twitter.com/pinoyanghang/status/1067715811119263744,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2018-12-31 since:2018-01-01,@pinoyanghang,Pinoytapsilog,UPD  ●  A free mind is the best weapon against prejudice and bigotry.,Anonymous,11/10,1165,53000,,"IN CASE YOU MISSED IT: Ninoy Aquino actually said in one of his recorded speeches before his death in 1983, ""We should legalize the Communist Party of the Philippines."" Another proof that Ninoy—to fuel his own ambitions—openly supported the CPP to muster support against Marcos.","IN CASE YOU MISSED IT: Ninoy Aquino actually said in one of his recorded speeches before his death in 1983, ""We should legalize the Communist Party of the Philippines."" Another proof that Ninoy—to fuel his own ambitions—openly supported the CPP to muster support against Marcos.","Text, Quote Retweet",28/11/18 17:44,,Rational,108,9,56,2,,,"Ninoy Aquino did say in his old speeches that the CPP should be legalized, but only if the political party abandons its goal of violently overthrowing the government. 
[https://verafiles.org/articles/vera-files-fact-check-video-on-ninoy-aquino-supporting-cpps-legalization-needs-context]",Blank Location,,
00-107,,https://twitter.com/jemsenpai30/status/1066720206511206400,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2018-12-31 since:2018-01-01,@jemsenpai30,Senpai,Uncompromisngly honest,Anonymous,02/15,287,44,Cebu,"But when Ninoy Aquino sold Sabah to Malaysia to provide communist support, nag react ba kayo? Oh wait, only a few people knew back then.","But when Ninoy Aquino sold Sabah to Malaysia to provide communist support, did you guys react? Oh wait, only a few people knew back then.","Text, Quote Retweet",25/11/2018 23:48,,Emotional,0,0,0,0,,,"Former National Territory Division Head of DFA Hermes Dorado said he indirectly confirmed this piece of information from former ambassador and retired general Rafael Ileto. This claim could not be verified by documents or other accounts. 
[https://verafiles.org/articles/vera-files-fact-check-graphic-makes-false-unproven-claims-vs]",,,
00-108,7:05:31 AM,https://twitter.com/iskonglasalista/status/1307300100335521792,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-09-30 since:2020-09-01,@iskonglasalista,Benedict Exconde,Agricultural Economist. University Lecturer. Communicator. Commentator. Dog parent to Jingle.,Identified,April 2009,2561,6064,Singapore,"Teka, bakit may hirit na ""POST-DUTERTE"" peace talks agad ang mga hinayupak na komunista? Ano yan, pahiwatig ng isang SANIB-PWERSA sa Halalan 2022, na parang sigurado sila na si Leni ang mananalo? O kaya may balak talagang patalsikin si Duterte bago matapos ang kanyang termino?!? 

Aren't the oligarchs, liberals and Communists in cahoots with each other since Joma Sison, Ninoy Aquino and Bernabe ""Kumander Dante"" Buscayno founded the CPP-NPA-NDF at Hacienda Luisita in the 1960's?","Wait, why do these son of a bitch of communists immediately retort ""Post-Duterte"" peace talks? What is this, a sign of joint-forces in the 2022 election, as if they were sure that Leni would win? Or maybe they have a plan in ousting Duterte before his term ends?!?

Aren't the oligarchs, Liberals and Communists in Cahoots with each other since Joma Sison, Ninoy Aquino and Bernabe """"Commander Dante"""" Buscayno founded the CPP-NPA-NDF at Hacienda Luisita in the 1960's?""","Text, Image","8:46 PM · Sep 19, 2020",,Emotional,14,3,4,1,,,"The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",,,
00-109,30/12/99 07:07:00,https://twitter.com/PulbuRonn/status/1301325518231556096,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-09-30 since:2020-09-01,@PulbuRonn,Ronn,"Writer | AB Journalism from PUP (the UP bootleg hihi) MMPA, Stoic, Political Pragmatist.

Ba't ka tumitingin sa profile ko? Shoo.",Identified,September 2017,144,3766,,"Alright, I'll humor you. Marcos is no hero. But then again we have a knack for making heroes out of Commie Malaysian defectors such as Ninoy Aquino and literal backstabbers such as Aguinaldo.

So really, I don't see the fuss in making Marcos a hero. ¯\_(ツ)_/¯","Alright, I'll humor you. Marcos is no hero. But then again we have a knack for making heroes out of Commie Malaysian defectors such as Ninoy Aquino and literal backstabbers such as Aguinaldo.

So really, I don't see the fuss in making Marcos a hero. ¯\_(ツ)_/¯","Text, Quote Retweet","9:05 AM · Sep 3, 2020",,Emotional,16,3,6,0,,,,No location,,
00-110,30/12/99 07:08:29,https://twitter.com/zhandy_77/status/1301507550664208384,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-09-30 since:2020-09-01,@zhandy_77,DEADLIEST Scorpio,"Nadech Fan since 2012

A proud Slytherin",Anonymous,December 2013,9,85,"Medellin, Central Visayas",BOGO ka?Who's TRAITOR? The Man who made the Philippines number one in Asia or the man who founded NPA? Or your dad who is supporting the traitors? Battle of the dumbest and this is Philippines everybody! Where the number one traitor ( NINOY ) is the HERO 👏👏👏.,BOGO ka?Who's TRAITOR? The Man who made the Philippines number one in Asia or the man who founded NPA? Or your dad who is supporting the traitors? Battle of the dumbest and this is Philippines everybody! Where the number one traitor ( NINOY ) is the HERO 👏👏👏.,"Text, Reply","9:09 PM · Sep 3, 2020",,Emotional,4,0,0,0,,,"The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",,,
00-111,30/12/99 07:08:30,https://twitter.com/olpips/status/1304585364779139073,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-09-30 since:2020-09-01,@olpips,Olpo❤️💚🇵🇭,Crypto dad of 3,Anonymous,June 2009,785,618,Metaverse,Give it us ilocanos. He's done more for the country than your idol communist Ninoy and your Saint Cory along with their son Abnoy,Give it us ilocanos. He's done more for the country than your idol communist Ninoy and your Saint Cory along with their son Abnoy,"Text, Reply","8:59 AM · Sep 12, 2020",,,2,0,0,0,,,,,,
00-112,30/12/99 07:17:51,https://twitter.com/marortoll/status/1308999154878873601,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-09-30 since:2020-09-01,@marortoll,The Buried Lead by Ramon Ortoll,Cook. Wide reader. Political crackpot. Old soul. Thinks outside of the box. Aspiring writer. Tech geek. Boomer. Former Chief of Staff. School of Hard Knocks.,Identified,June 2017,721,11000,National Capital Region,"Contreras makes it a complicated analysis again. The Constitutional Convention was established to amend the Constitution. This was in place before the communist movement was revived by Ninoy Aquino. Why did Ninoy do so? Because he wanted Marcos out. It was
https://manilatimes.net/2020/09/24/opinion/columnists/topanalysis/martial-law-interrogated/771322/



","Contreras makes it a complicated analysis again. The Constitutional Convention was established to amend the Constitution. This was in place before the communist movement was revived by Ninoy Aquino. Why did Ninoy do so? Because he wanted Marcos out. It was
https://manilatimes.net/2020/09/24/opinion/columnists/topanalysis/martial-law-interrogated/771322/



","Text, URL, Thread","1:18 PM · Sep 24, 2020",,Rational,13,1,5,0,,,,,,
00-113,30/12/99 07:18:14,https://twitter.com/imnotyomom/status/1308020625001177089,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-09-30 since:2020-09-01,@imnotyomom,3rd world agoraphobe.,sugar+salt+saturated fat =a life lived in delicious excess ● I mix metaphors ● Published Author ● Startup Ninja ● Currently baking my way through quarantine,Anonymous,June 2009,1394,732,Manila,"Growing up, I heard only positive anecdotes about ML. And that if not for ML, we'd be a communist country where faith is outlawed. Also, Ninoy is a big bad communist.

What changed my mind? Reading books and learning the names, faces, and stories of the victims.","Growing up, I heard only positive anecdotes about ML. And that if not for ML, we'd be a communist country where faith is outlawed. Also, Ninoy is a big bad communist.

What changed my mind? Reading books and learning the names, faces, and stories of the victims.","Text, Thread","8:29 PM · Sep 21, 2020",,Emotional,0,0,0,0,,,,,,
00-114,30/12/99 07:18:24,https://twitter.com/AtokPascua/status/1302217600340901888,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-09-30 since:2020-09-01,@AtokPascua,Atok,BBM-SARA ✌️👊,Anonymous,January 2020,745,879,Kingdom of Saudi Arabia,"Coming from an idiot who knows nothing! U didn't know that the bombing of plaza miranda was ninoy and NPA's doing? U didn't know that cory aside from revgov, revising the constitution and play majhong in malacañang didn't do anything to uplift the peoples welfare not a cngle proj","Coming from an idiot who knows nothing! U didn't know that the bombing of plaza miranda was ninoy and NPA's doing? U didn't know that cory aside from revgov, revising the constitution and play majhong in malacañang didn't do anything to uplift the peoples welfare not a cngle proj","Text, Reply","8:10 PM · Sep 5, 2020",,Emotional,1,1,0,0,,,,,,
00-115,30/12/99 07:18:58,https://twitter.com/philwayne88/status/1309690342405365760,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-09-30 since:2020-09-01,@philwayne88,𝙿𝚑𝚒𝚕𝚠𝚊𝚢𝚗𝚎 👊,"Marcos and DU30🇵🇭👍

Never Again LP👎

Land of the Dreamweavers",Anonymous,March 2020,88,83,Socsargen,"Eh, NPA stands for NINOY PEOPLE'S ARMY 

Dapat yan ang bansag sa kanya","Eh, NPA stands for Ninoy People's Army

That should be the nickname of him","Text, Reply","11:04 AM · Sep 26, 2020",,Emotional,6,1,0,0,,,"The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",,,
00-116,30/12/99 07:19:17,https://twitter.com/arogante_ka_tse/status/1301728753668599809,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-09-30 since:2020-09-01,@arogante_ka_tse,31M Patriotic Filipino People,31M Patriotic Filipino People,Anonymous,July 2010,2153,788,,"Yahoo! Pero this should cover the whole country, not just Ilocos Norte! Matanong ko nga sa iyo Sir 
@ChelDiokno
 , bakit may Ninoy Day?! Ano ba ang nagawa niya sa bayan maliban sa kanyang pagkamatay at founder ng NPA?! #FerdinandMarcosDayParaSaBuongBansa","""Yahoo! But this should cover the whole country, not just Ilocos Norte! I should ask you sir
@Cheldiokno
 , why is there ninoy day?! What has he done for the country other than his death and founder of NPA?! #FerdinandmarcosdayParasabuongbansa""","Text, Quote Retweet Reply","11:48 AM · Sep 4, 2020",,Emotional,8,0,0,0,,,"The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",No location,,
00-117,30/12/99 07:19:24,https://twitter.com/WordsinMyMind5/status/1301694646351921153,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-09-30 since:2020-09-01,@WordsinMyMind5,Words in My Mind,THIS ACCOUNT IS FOR TRUTH AND REALITY. IT CONTAINS MY OPINIONS IN EVERYTHING.,Anonymous,July 2020,149,17,,Kingina ninyo. Naging bayani si Ninoy Aquino na supporter ng CPP NPA tapos nagkaroon ng holiday kahit hindi naman sangayon ang karamihan. HAHAHAHAHAH mga kumag,"Kingina you all. Ninoy Aquino, a supporter of the CPP NPA, became a hero then also have a holiday dedicated for him even though most people were not in agreement. Hahahahahah stupid people","Text, Reply","9:32 AM · Sep 4, 2020",,Emotional,6,1,1,0,,,"The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",,,
00-118,30/12/99 07:20:49,https://twitter.com/Runel24947326/status/1309494452071800833,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-09-30 since:2020-09-01,@Runel24947326,anti katô likô,No bio,Anonymous,July 2020,212,127,,Traydor tlga c ninoy at mga dilawang liberal. Ninoy pla ama n cpp/npa. https://youtu.be/5Y5OmD3bm_M,Ninoy is really a traitor and those yellow liberals. Ninoy is apparently the father of cpp/npa https://youtu.be/5Y5OmD3bm_M,"Text, URL","10:06 PM · Sep 25, 2020",,Emotional,0,0,0,0,,,"The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]","No bio
No location",,
